recordID,hu12_zoneid,lagoslakeid,mean_secchi,median_secchi,sd_secchi,covar_secchi,nobs_secchi,nhdid,nhd_lat,nhd_long,lake_area_ha,lake_perim_meters,lagosname1,meandepth,maxdepth,in_nwi,iws_zone_id,hu4_zoneid,hu8_zoneid,edu_zoneid,state_name,iws_area_ha,lakeconnectivity,glacial,pcturbancombined_hu12,pctagcombined_hu12,pctpasturehay_hu12,pctrowcrop_hu12
4565,HU12_18056,7851,5,5,NA,NA,1,150611682,4.589.194,-69.068.124,4.012.620.444,899.275.798,CELIA POND,1.524,5.1816,yes,IWS_38411,HU4_2,HU8_6,EDU_53,Maine,2.568.086.034,Headwater,Glaciated,4.703,0,0,0
4566,HU12_18057,7857,14.3,14.3,NA,NA,1,150612165,4.582.262,-69.118.897,658.409.321,2.720.391.137,RAINBOW LAKE,12.4968,39.624,yes,IWS_38456,HU4_2,HU8_6,EDU_53,Maine,2.150.231.627,DR_Stream,Glaciated,0,0,0,0
4567,HU12_18059,8374,3.61,3.75,553.443.764,153.308.522,3,150612297,45.785.604,-69.139.722,4.984.462.692,1.345.699.478,GOULD POND,2.0419,6.7056,yes,IWS_38438,HU4_2,HU8_6,EDU_53,Maine,8.481.781.134,DR_LakeStream,Glaciated,0,0,0,0
4568,HU12_18061,8219,6.65,6.65,NA,NA,1,150612948,45.600.358,-68.961.029,755.032.922,2.349.124.352,UPPER JO-MARY LAKE,9.7536,219.456,yes,IWS_38436,HU4_2,HU8_6,EDU_53,Maine,5.431.061.938,DR_LakeStream,Glaciated,0,0,0,0
4569,HU12_18068,7928,9.706.666.667,10.24,1.540.854.741,158.741.903,3,150612382,45.752.439,-69.077.241,9.041.920.637,5.196.527.094,FOURTH DEBSCONEAG LAKE,210.312,45.72,yes,IWS_38286,HU4_2,HU8_6,EDU_53,Maine,4.245.087.966,DR_Stream,Glaciated,0,0,0,0
4570,HU12_18068,7779,6.983.333.333,7.5,894.892.917,128.146.957,3,150612397,45.760.142,-69.121.612,1.214.101.673,1.556.802.947,SIXTH DEBSCONEAG LAKE,3.048,7.9248,yes,IWS_38661,HU4_2,HU8_6,EDU_53,Maine,5.703.358.996,Headwater,Glaciated,0,0,0,0
4571,HU12_18068,8430,2.43,2.3,225.166.605,92.661.154,3,150612375,45.762.476,-69.099.297,3.506.848.565,3.726.187.085,FIFTH DEBSCONEAG LAKE,3.9624,12.8016,yes,IWS_38494,HU4_2,HU8_6,EDU_53,Maine,4.416.443.622,DR_LakeStream,Glaciated,0,0,0,0
4572,HU12_18070,7661,4.73,4.88,535.583.794,113.231.246,5,150612745,45.671.614,-68.874.069,8.079.747.481,2.359.309.594,AMBAJEJUS LAKE,8.5344,307.848,yes,IWS_38191,HU4_2,HU8_6,EDU_53,Maine,2.326.274.245,DR_LakeStream,Glaciated,6.755,1.954,1.954,0
4573,HU12_18076,8092,3.15,3.15,353.553.391,112.239.172,2,106571877,45.139.031,-70.360.139,2.801.207.263,1.291.878.343,CRANBERRY POND,NA,NA,yes,NA,HU4_4,HU8_18,EDU_53,Maine,NA,Headwater,NA,2.0148,0,0,0
4574,HU12_18076,7778,5.53,5.53,98.994.949,17.901.437,2,106571853,45.144.753,-70.331.587,1.334.609.367,6.017.082.154,THE HORNS POND,2.7432,7.0104,yes,NA,HU4_4,HU8_18,EDU_53,Maine,NA,Headwater,NA,2.0148,0,0,0
4575,HU12_18077,7522,6.21,6.25,87.177.979,14.038.322,3,106571465,45.169.708,-70.111.423,2.941.347.991,9.453.998.845,WEST CARRY POND,11.2776,292.608,yes,IWS_39204,HU4_4,HU8_18,EDU_53,Maine,8.312.254.575,DR_Stream,Glaciated,1.3343,365,365,0
4576,HU12_18090,7976,5.99,5.99,NA,NA,1,152429642,45.280.705,-70.096.976,7.567.729.726,1.181.356.377,DIXON POND,7.9248,16.764,yes,IWS_39054,HU4_4,HU8_13,EDU_53,Maine,2.607.589.621,DR_Stream,Glaciated,394,0,0,0
4577,HU12_18090,7558,4.94,4.94,NA,NA,1,152429603,45.311.695,-70.078.504,4.110.611.868,5.482.670.492,KILGORE POND,3.3528,10.3632,yes,IWS_39125,HU4_4,HU8_13,EDU_53,Maine,7.222.768.379,DR_Stream,Glaciated,394,0,0,0
4578,HU12_18090,7553,11.32,11.32,NA,NA,1,152429695,45.264.401,-70.072.841,4.792.740.172,3.110.480.066,PIERCE POND,11.8872,36.576,yes,IWS_39304,HU4_4,HU8_13,EDU_53,Maine,207.163.597,DR_LakeStream,Glaciated,394,0,0,0
4579,HU12_18090,8208,5.31,5.31,NA,NA,1,152429605,45.310.119,-70.093.624,2.750.159.958,3.529.255.385,GRASS POND,2.4384,10.3632,yes,IWS_39018,HU4_4,HU8_13,EDU_53,Maine,172.941.132,DR_LakeStream,Glaciated,394,0,0,0
4580,HU12_18090,8130,3.49,3.49,NA,NA,1,152429615,45.292.341,-70.090.222,4.603.506.567,111.808.439,PICKEREL POND,2.4384,7.62,yes,IWS_39175,HU4_4,HU8_13,EDU_53,Maine,7.093.130.668,DR_Stream,Glaciated,394,0,0,0
4581,HU12_18090,7698,5.13,5.13,NA,NA,1,152429597,45.321.082,-70.078.138,5.705.640.462,1.030.661.096,UPPER KILGORE POND,1.9202,7.9248,yes,IWS_39294,HU4_4,HU8_13,EDU_53,Maine,1.055.640.724,Isolated,Glaciated,394,0,0,0
4582,HU12_18091,7623,138.185,13.925,1.590.834.948,115.123.563,10,152429632,45.255.476,-69.920.971,4.197.941.223,1.060.584.549,PLEASANT POND,234.696,603.504,yes,IWS_39121,HU4_4,HU8_13,EDU_53,Maine,1.097.167.757,DR_Stream,Glaciated,7.471,0,0,0
4583,HU12_18092,8162,4.843.125,4.895,430.812.666,88.953.448,8,152429845,45.181.937,-70.050.097,117.950.806,6.531.881.012,EAST CARRY POND,3.6576,9.144,yes,IWS_38915,HU4_4,HU8_13,EDU_53,Maine,4.465.427.274,DR_Stream,Glaciated,5.225,719,719,0
4584,HU12_18107,8526,8.0675,8.0875,417.008.193,51.689.891,10,152431799,44.811.619,-70.151.504,2.121.945.365,1.121.812.758,PORTER LAKE,8.2296,262.128,yes,IWS_38991,HU4_4,HU8_13,EDU_53,Maine,118.733.634,DR_Stream,Glaciated,4.0642,9.321,7.625,1.696
4585,HU12_18108,8504,4.226.666.667,4.56,607.913.097,14.382.802,3,152430790,44.967.009,-70.095.929,2.234.479.525,1.938.158.584,INDIAN POND,3.6576,6.7056,yes,IWS_39128,HU4_4,HU8_13,EDU_53,Maine,2.586.613.512,DR_Stream,Glaciated,4.1745,3.5059,3.2254,2.805
4586,HU12_18111,7679,3,3,NA,NA,1,152430816,44.957.677,-70.054.342,1.650.761.659,1.010.860.298,GILMAN POND,1.8288,3.048,yes,IWS_39247,HU4_4,HU8_13,EDU_53,Maine,2.174.139.986,DR_LakeStream,Glaciated,2.6401,1.5213,1.0622,4.591
4587,HU12_18113,7471,6,6,NA,NA,1,152430723,4.495.607,-69.989.891,1.270.363.511,885.449.603,HANCOCK POND,7.3152,323.088,yes,IWS_39029,HU4_4,HU8_13,EDU_53,Maine,1.060.876.832,DR_Stream,Glaciated,1.3454,4.191,194,3.997
4588,HU12_18113,7491,9.2075,9.3,1.039.567.886,112.904.468,10,152430810,44.940.042,-69.946.111,6.243.359.779,1.624.485.431,EMBDEN POND,188.976,54.864,yes,IWS_38865,HU4_4,HU8_13,EDU_53,Maine,4.029.678.455,DR_LakeStream,Glaciated,1.3454,4.191,194,3.997
4589,HU12_18117,7981,3.385,3.385,233.345.238,68.935.078,2,152431687,44.895.903,-70.543.641,5.648.368.584,1.579.287.341,LOWER SANDY RIVER POND,1.8288,6.4008,yes,IWS_38954,HU4_4,HU8_13,EDU_53,Maine,2.236.945.537,DR_LakeStream,Glaciated,1.7553,168,0,168
4590,HU12_18117,7917,2.67,2.67,1.173.797.257,439.624.441,2,152431732,44.896.466,-70.558.701,4.157.602.951,5.068.291.806,MIDDLE SANDY RIVER POND,5.4864,176.784,yes,IWS_39196,HU4_4,HU8_13,EDU_53,Maine,8.976.844.452,DR_Stream,Glaciated,1.7553,168,0,168
4591,HU12_18118,7809,3.2305,3.4525,635.144.122,196.608.612,10,152431679,4.486.858,-70.396.078,9.206.978.036,1.571.692.711,TOOTHAKER POND,3.3528,6.096,yes,IWS_39139,HU4_4,HU8_13,EDU_53,Maine,1.250.988.526,Headwater,Glaciated,862,2.632,1.784,848
4592,HU12_18125,7944,6.11,6.11,169.705.627,27.775.062,2,152432660,44.668.801,-70.351.396,9.133.157.292,1.507.721.725,HIILLS POND,5.1816,9.4488,yes,IWS_39095,HU4_4,HU8_13,EDU_53,Maine,6.651.149.052,Headwater,Glaciated,3.604,1.7088,1.1765,5.323
4593,HU12_18125,8050,5.794,5.8375,794.808.852,137.177.917,10,152432902,44.596.552,-70.249.599,230.159.385,112.817.102,WILSON POND,12.192,268.224,yes,IWS_39160,HU4_4,HU8_13,EDU_53,Maine,6.736.033.629,DR_Stream,Glaciated,3.604,1.7088,1.1765,5.323
4594,HU12_18126,7891,3.788,3.7775,506.755.475,133.779.164,10,152433062,44.513.946,-70.091.896,456.339.713,3.925.182.743,NORCROSS POND,4.2672,7.3152,yes,IWS_39267,HU4_4,HU8_13,EDU_53,Maine,4.655.717.856,DR_LakeStream,Glaciated,4.0844,3.5727,2.8372,7.355
4595,HU12_18126,8401,3.903.333.333,3.9,277.218.326,7.102.092,9,152433102,44.508.358,-70.142.069,4.153.474.097,3.125.543.115,PARKER POND,4.2672,7.9248,yes,IWS_38917,HU4_4,HU8_13,EDU_53,Maine,2.256.444.146,DR_Stream,Glaciated,4.0844,3.5727,2.8372,7.355
4596,HU12_18127,8499,5.955.833.333,5.9175,459.895.822,77.217.712,6,152432909,44.568.864,-70.118.365,3.203.235.743,2.650.887.224,SAND POND,3.9624,7.0104,yes,IWS_39315,HU4_4,HU8_13,EDU_53,Maine,9.587.378.155,Headwater,Glaciated,7.5697,10.2129,9.0737,1.1392
4597,HU12_18127,7569,8.6,8.6,NA,NA,1,152432647,44.655.128,-70.245.829,1.338.192.713,6.724.238.816,VARNUM POND,11.5824,22.86,yes,IWS_39192,HU4_4,HU8_13,EDU_53,Maine,9.195.618.038,DR_Stream,Glaciated,7.5697,10.2129,9.0737,1.1392
4598,HU12_18127,7873,4.341.666.667,4.27,474.657.771,109.326.166,9,152432863,445.979,-70.178.615,442.957.953,3.143.146.716,PEASE POND,4.2672,5.7912,yes,IWS_39340,HU4_4,HU8_13,EDU_53,Maine,5.242.645.395,DR_Stream,Glaciated,7.5697,10.2129,9.0737,1.1392
4599,HU12_18127,7844,4.232,4.295,280.358.897,66.247.376,10,152432848,44.579.494,-70.118.331,5.470.681.094,3.537.710.061,LOCKE POND,2.4384,5.4864,yes,IWS_39180,HU4_4,HU8_13,EDU_53,Maine,1.592.736.042,DR_LakeStream,Glaciated,7.5697,10.2129,9.0737,1.1392
4600,HU12_18129,7610,10.082,10.255,80.823.264,80.165.904,10,152432074,44.730.001,-70.083.877,3.221.830.939,1.134.435.011,CLEARWATER LAKE,18.288,393.192,yes,IWS_39043,HU4_4,HU8_13,EDU_53,Maine,1.339.556.054,DR_Stream,Glaciated,4.2938,4.8448,4.1345,7.103
4601,HU12_18138,7799,5.6865,5.6475,595.805.011,104.775.347,10,152431192,44.841.017,-69.766.739,5.692.403.459,2.133.742.208,WESSERUNSETT LAKE,4.2672,6.7056,yes,IWS_39203,HU4_4,HU8_13,EDU_53,Maine,4.310.753.313,DR_Stream,Glaciated,6.6958,11.3069,6.5247,4.7822
4602,HU12_18142,8494,5.55,5.55,494.974.747,89.184.639,2,152430807,44.834.038,-69.516.749,5.869.342.378,5.305.669.817,MORRILL POND,4.8768,146.304,yes,IWS_39020,HU4_4,HU8_13,EDU_53,Maine,7.702.383.559,DR_Stream,Glaciated,3.9986,7.6522,4.6207,3.0315
4603,HU12_18142,7658,3.4,3.4,141.421.356,41.594.517,2,152431075,44.795.721,-69.522.217,1.602.475.974,775.266.236,SIBLEY POND,3.6576,10.0584,yes,IWS_38938,HU4_4,HU8_13,EDU_53,Maine,6.173.000.387,DR_LakeStream,Glaciated,3.9986,7.6522,4.6207,3.0315
4604,HU12_18144,7538,5.506,5.44,792.453.293,143.925.407,10,152431390,44.757.156,-69.602.439,3.543.332.564,2.942.184.046,OAKS POND,7.62,161.544,yes,IWS_38904,HU4_4,HU8_13,EDU_53,Maine,1.024.107.294,DR_LakeStream,Glaciated,3.8265,7.8598,4.5039,3.3559
4605,HU12_18144,7525,6.45,5.83,1.099.954.545,170.535.588,3,152431227,44.777.017,-6.958.873,1.288.101.457,693.979.601,LAKE GEORGE,7.3152,207.264,yes,IWS_39129,HU4_4,HU8_13,EDU_53,Maine,1.422.536.791,DR_Stream,Glaciated,3.8265,7.8598,4.5039,3.3559
4606,HU12_18151,8458,4.813,4.76,275.481.397,57.236.941,10,152429645,45.123.822,-69.301.205,1.523.177.514,6.750.312.056,CENTER POND,2.7432,5.7912,yes,IWS_39312,HU4_4,HU8_13,EDU_53,Maine,1.147.493.417,DR_Stream,Glaciated,3.297,4.8416,2.4471,2.3945
4607,HU12_18153,7856,4.971,4.9,44.407.707,89.333.549,10,152430568,44.921.106,-69.520.387,1.561.470.712,5.173.642.319,MOOSE POND,5.4864,15.24,yes,IWS_39127,HU4_4,HU8_13,EDU_53,Maine,2.746.412.938,DR_LakeStream,Glaciated,2.7661,2.1369,1.2014,1.1355
4608,HU12_18154,7818,6.495,6.495,431.335.137,66.410.337,2,152430424,44.938.951,-69.381.664,5.206.277.953,2.786.696.882,BIG INDIAN POND,4.572,8.5344,yes,IWS_39093,HU4_4,HU8_13,EDU_53,Maine,615.185.991,DR_LakeStream,Glaciated,5.6991,10.6013,4.7087,5.8926
4609,HU12_18156,8468,8.343.333.333,08.05,1.213.950.164,14.549.942,9,152429935,45.031.118,-69.308.692,4.665.946.718,1.938.271.269,LAKE WASSOOKEAG,8.2296,262.128,yes,IWS_39231,HU4_4,HU8_13,EDU_53,Maine,2.647.309.336,DR_Stream,Glaciated,7.6121,7.8076,6.063,1.7446
4610,HU12_18157,8437,5.720.714.286,5.5,653.238.271,114.188.236,7,152429913,4.501.419,-69.261.294,4.651.202.359,5.742.778.336,PUFFERS POND,4.8768,158.496,yes,IWS_38965,HU4_4,HU8_13,EDU_53,Maine,4.292.067.768,DR_Stream,Glaciated,10.2436,164.919,9.0737,7.4182
4611,HU12_18160,8328,4.638,4.675,194.610.723,41.960.052,10,152430340,44.885.223,-69.106.322,5.042.951.429,3.465.255.151,PLEASANT LAKE,2.7432,4.8768,yes,IWS_39012,HU4_4,HU8_13,EDU_53,Maine,327.255.316,DR_Stream,Glaciated,3.3965,9.6438,4.4871,5.1567
4612,HU12_18161,7676,2.413,2.425,387.608.049,160.633.257,10,152430604,44.859.269,-69.237.739,1.837.629.847,4.467.250.327,SEBASTICOOK LAKE,6.096,15.24,yes,IWS_39111,HU4_4,HU8_13,EDU_53,Maine,1.070.714.466,DR_LakeStream,Glaciated,8.16,10.7809,3.7884,6.9925
4613,HU12_18162,8434,2.876,2.7,446.127.784,155.120.926,5,152431003,44.755.382,-69.186.526,2.678.076.657,2.380.018.765,PLYMOUTH POND,1.2192,3.048,yes,IWS_39055,HU4_4,HU8_13,EDU_53,Maine,1.397.346.315,DR_LakeStream,Glaciated,4.5058,5.6828,2.757,2.9258
4614,HU12_18166,7768,2.15,2.1,8.660.254,40.280.251,3,152431361,44.708.552,-69.270.337,1.325.389.302,1.948.162.592,CARLTON POND,1.2192,2.4384,yes,IWS_39190,HU4_4,HU8_13,EDU_53,Maine,4.922.419.561,DR_Stream,Glaciated,2.2819,4.4425,3.0523,1.3902
4615,HU12_18167,8481,1.613,1.6175,18.038.847,111.834.141,10,152431859,44.647.462,-69.330.137,1.040.502.279,2.394.750.536,UNITY POND,6.7056,12.4968,yes,IWS_39057,HU4_4,HU8_13,EDU_53,Maine,884.136.999,DR_LakeStream,Glaciated,4.9609,6.0941,4.3664,1.7277
4616,HU12_18169,7930,3.369,3.375,322.574.711,95.747.911,10,152432422,44.515.849,-69.304.772,1.702.753.805,1.541.243.102,SANDY POND,1.8288,3.3528,yes,IWS_39280,HU4_4,HU8_13,EDU_53,Maine,1.869.164.768,DR_Stream,Glaciated,4.9111,134.708,9.6715,3.7993
4617,HU12_18171,7740,1.268.333.333,1.2725,150.155.475,118.388.022,6,152432565,44.519.993,-69.470.627,1.536.038.051,6.712.230.563,LOVEJOY POND,4.572,9.7536,yes,IWS_39307,HU4_4,HU8_13,EDU_53,Maine,2.228.751.766,DR_LakeStream,Glaciated,4.4868,11.5169,8.3584,3.1585
4618,HU12_18173,8207,3.853.888.889,3.6,574.030.584,1.489.484,9,152432573,44.533.813,-69.560.323,2.117.892.819,1.016.371.389,PATTEE POND,4.572,8.2296,yes,IWS_39150,HU4_4,HU8_13,EDU_53,Maine,3.364.125.886,DR_LakeStream,Glaciated,3.7445,5.9338,4.492,1.4418
4619,HU12_18174,8339,2.9425,2.85,901.853.801,306.492.371,10,152433096,44.437.421,-69.558.172,1.595.230.966,4.904.765.138,CHINA LAKE,8.5344,25.908,yes,IWS_39181,HU4_4,HU8_13,EDU_53,Maine,7.063.107.634,DR_LakeStream,Glaciated,7.1994,9.0101,7.1204,1.8897
4620,HU12_18177,7733,3.98,4.0325,58.848.676,147.860.995,10,152432473,44.623.426,-6.984.337,1.024.916.601,2.017.770.018,LITTLE POND,3.9624,6.096,yes,IWS_39266,HU4_4,HU8_13,EDU_53,Maine,4.529.503.576,DR_LakeStream,Glaciated,3.3434,5.3481,2.6402,2.7079
4621,HU12_18177,7643,3.6565,3.8375,786.663.312,215.141.067,10,152432466,44.609.583,-69.782.788,6.952.870.817,2.243.666.108,EAST POND,5.4864,8.2296,yes,IWS_39285,HU4_4,HU8_13,EDU_53,Maine,124.704.947,DR_Stream,Glaciated,3.3434,5.3481,2.6402,2.7079
4622,HU12_18178,7811,5.814,6.015,672.729.928,115.708.622,10,152433086,44.526.997,-69.864.218,4.490.893.917,1.241.747.119,LONG POND,10.668,323.088,yes,IWS_38916,HU4_4,HU8_13,EDU_53,Maine,139.492.115,DR_LakeStream,Glaciated,4.8009,2.8867,1.6557,1.231
4623,HU12_18178,8322,5.542,5.945,1.226.030.632,221.225.304,10,152432888,44.540.447,-69.775.108,4.705.004.332,2.342.393.755,MCGRATH POND,7.0104,173.736,yes,IWS_38973,HU4_4,HU8_13,EDU_53,Maine,1.954.326.262,DR_Stream,Glaciated,4.8009,2.8867,1.6557,1.231
4624,HU12_18179,8411,4.29,4.29,197.989.899,46.151.492,2,152432711,44.582.255,-6.995.961,4.826.523.048,1.071.250.871,MCINTIRE POND,2.1336,6.096,yes,IWS_38946,HU4_4,HU8_13,EDU_53,Maine,8.389.920.663,DR_Stream,Glaciated,3.9382,3.7132,2.3437,1.3695
4625,HU12_18179,7627,5.8715,5.87,301.625.688,51.371.147,10,152432726,44.573.849,-69.925.431,2.780.649.976,3.044.597.558,WATSON POND,3.6576,7.3152,yes,IWS_39058,HU4_4,HU8_13,EDU_53,Maine,2.265.678.637,DR_Stream,Glaciated,3.9382,3.7132,2.3437,1.3695
4626,HU12_18179,8112,3.65,3.65,NA,NA,1,152432813,44.557.842,-69.929.021,4.105.962.175,180.800.887,ROUND POND,NA,NA,yes,IWS_39141,HU4_4,HU8_13,EDU_53,Maine,7.772.123.596,DR_LakeStream,Glaciated,3.9382,3.7132,2.3437,1.3695
4627,HU12_18179,7465,2.8,2.8,NA,NA,1,152433153,44.453.367,-69.931.759,1.746.600.141,4.505.774.658,INGHAM POND,3.048,5.7912,yes,IWS_39106,HU4_4,HU8_13,EDU_53,Maine,1.709.231.171,DR_LakeStream,Glaciated,3.9382,3.7132,2.3437,1.3695
4628,HU12_18179,8381,3.083.333.333,3,284.312.035,92.209.309,3,152433098,44.473.997,-69.964.955,2.656.088.438,2.947.297.211,MOOSE POND,1.8288,5.1816,yes,IWS_39229,HU4_4,HU8_13,EDU_53,Maine,2.787.995.844,DR_Stream,Glaciated,3.9382,3.7132,2.3437,1.3695
4629,HU12_18179,7614,1.685,1.685,NA,NA,1,152432767,44.569.204,-69.952.732,125.873.695,156.892.836,KIDDER POND,2.4384,7.9248,yes,IWS_39014,HU4_4,HU8_13,EDU_53,Maine,5.689.534.874,DR_Stream,Glaciated,3.9382,3.7132,2.3437,1.3695
4630,HU12_18180,8105,2.15,2.15,NA,NA,1,152432463,44.565.317,-69.665.266,2.389.380.818,6.838.187.822,JOHNSONS POND,NA,NA,yes,NA,HU4_4,HU8_13,EDU_53,Maine,NA,Headwater,NA,219.591,142.286,9.7786,4.45
4631,HU12_18182,7910,5.609,5.5625,344.937.998,61.497.236,10,118180530,45.096.964,-70.724.434,7.723.446.277,3.386.963.209,KENNEBAGO LAKE,207.264,353.568,yes,IWS_39476,HU4_6,HU8_19,EDU_53,Maine,1.201.063.077,DR_LakeStream,Glaciated,3.146,0,0,0
4632,HU12_18184,8201,5.340.555.556,5.3,412.298.772,77.201.476,9,118181326,44.888.646,-70.601.594,2.020.852.491,9.487.209.687,LONG POND,6.7056,158.496,yes,IWS_39454,HU4_6,HU8_19,EDU_53,Maine,2.497.517.475,DR_Stream,Glaciated,1.3039,0,0,0
4633,HU12_18186,7934,3.732.857.143,3.62,470.627.747,126.077.085,7,118181046,44.968.393,-70.634.556,6.653.032.053,396.267.743,HALEY POND,2.4384,7.0104,yes,IWS_39484,HU4_6,HU8_19,EDU_53,Maine,1.158.995.396,DR_LakeStream,Glaciated,4.104,0,0,0
4634,HU12_18186,7974,4.954.375,5.1125,677.966.695,136.842.022,8,118180900,44.988.365,-70.628.602,1.143.897.526,5.007.453.257,GULL POND,4.572,12.192,yes,IWS_39492,HU4_6,HU8_19,EDU_53,Maine,1.192.532.155,DR_Stream,Glaciated,4.104,0,0,0
4635,HU12_18186,8332,4.401.666.667,4.4625,279.260.929,63.444.361,6,118180960,44.998.005,-70.718.788,5.444.254.319,3.510.308.571,ROUND POND,6.7056,15.24,yes,IWS_39549,HU4_6,HU8_19,EDU_53,Maine,4.118.079.875,DR_Stream,Glaciated,4.104,0,0,0
4636,HU12_18186,8475,7.3055,7.45,84.356.535,115.469.899,10,118181284,44.947.214,-70.693.328,2.551.167.977,5.245.255.757,RANGELEY LAKE,18.288,454.152,yes,IWS_39446,HU4_6,HU8_19,EDU_53,Maine,1.305.069.002,DR_LakeStream,Glaciated,4.104,0,0,0
4637,HU12_18186,7947,5.368.333.333,5.43,361.645.545,67.366.447,9,118181038,44.980.537,-70.706.834,8.644.277.546,600.490.318,DODGE POND,7.62,155.448,yes,IWS_39578,HU4_6,HU8_19,EDU_53,Maine,5.722.076.246,DR_LakeStream,Glaciated,4.104,0,0,0
4638,HU12_18186,7879,2.492,2.63,437.487.778,175.556.893,10,118181014,44.989.035,-70.742.025,6.368.578.979,3.314.409.805,QUIMBY POND,1.8288,3.6576,yes,IWS_39576,HU4_6,HU8_19,EDU_53,Maine,8.123.803.056,Headwater,Glaciated,4.104,0,0,0
4639,HU12_18188,8023,5.552,5.51,400.986.284,72.223.754,10,118181450,44.927.042,-70.799.637,6.622.187.083,1.258.175.267,CUPSUPTIC LAKE,18.288,402.336,yes,IWS_39367,HU4_6,HU8_19,EDU_53,Maine,3.708.109.585,DR_LakeStream,Glaciated,1.8441,0,0,0
4640,HU12_18189,7602,5.513.333.333,5.24,759.905.422,137.830.488,9,118181778,44.828.416,-7.088.557,3.137.893.432,8.712.156.459,RICHARDSON LAKES,134.112,329.184,yes,IWS_39386,HU4_6,HU8_19,EDU_53,Maine,1.307.932.668,DR_LakeStream,Glaciated,4.886,0,0,0
4641,HU12_1819,6202,188.595,188.595,170.624.866,90.471.575,2,67047125,40.012.879,-91.980.681,4.692.395.322,7.386.626.444,HENRY SEVER LAKE,NA,NA,yes,IWS_3560,HU4_60,HU8_431,EDU_44,Missouri,7.550.383.455,DR_Stream,Not_Glaciated,3.7568,748.611,281.078,467.533
4642,HU12_18191,8423,4.066,04.08,321.850.552,79.156.555,10,106451797,44.659.898,-7.067.641,3.720.501.072,9.012.368.104,ELLIS POND,3.048,131.064,yes,IWS_39461,HU4_6,HU8_17,EDU_53,Maine,6.598.834.021,DR_LakeStream,Glaciated,1.2475,273,273,0
4643,HU12_18199,8503,5.1175,5.275,595.591.443,116.383.281,10,106451693,44.692.299,-70.449.406,8.882.595.112,3.032.980.616,WEBB LAKE,7.3152,12.8016,yes,IWS_39460,HU4_6,HU8_17,EDU_53,Maine,1.845.572.656,DR_Stream,Glaciated,2.3451,3.801,1.928,1.873
4644,HU12_18202,8211,3.15,3.15,NA,NA,1,106451695,4.457.288,-69.974.965,5.417.862.646,1.044.691.771,BOODY POND,1.2192,3.6576,yes,IWS_39428,HU4_6,HU8_17,EDU_53,Maine,1.395.124.167,DR_Stream,Glaciated,3.7756,3.9091,2.1833,1.7258
4645,HU12_18202,8389,4.27,4.27,NA,NA,1,106451813,44.518.025,-70.010.163,1.691.037.544,1.889.662.954,WHITTIER POND,2.7432,6.7056,yes,IWS_39539,HU4_6,HU8_17,EDU_53,Maine,5.703.260.859,Headwater,Glaciated,3.7756,3.9091,2.1833,1.7258
4646,HU12_18202,8413,7.5915,7.4875,890.823.745,117.344.892,10,106452057,44.488.669,-70.029.569,6.171.447.201,254.107.221,PARKER POND,9.4488,231.648,yes,IWS_39378,HU4_6,HU8_17,EDU_53,Maine,1.786.715.503,DR_LakeStream,Glaciated,3.7756,3.9091,2.1833,1.7258
4647,HU12_18202,7687,12.4315,12.4575,1.412.999.273,113.662.814,10,106452155,44.457.178,-70.052.631,1.344.687.789,1.549.534.751,BASIN POND,12.8016,323.088,yes,IWS_39486,HU4_6,HU8_17,EDU_53,Maine,4.466.331.565,Headwater,Glaciated,3.7756,3.9091,2.1833,1.7258
4648,HU12_18202,7682,5.725,5.6,754.817.859,131.845.914,6,106451909,44.494.501,-69.989.267,3.426.552.423,3.747.880.389,MINNEHONK LAKE,9.7536,222.504,yes,IWS_39545,HU4_6,HU8_17,EDU_53,Maine,3.970.563.071,DR_LakeStream,Glaciated,3.7756,3.9091,2.1833,1.7258
4649,HU12_18202,8352,6.082.222.222,6.14,279.599.167,45.969.903,9,106451687,44.577.714,-69.987.405,2.267.072.663,2.005.747.691,KIMBALL POND,3.048,5.7912,yes,IWS_39572,HU4_6,HU8_17,EDU_53,Maine,7.104.535.471,DR_Stream,Glaciated,3.7756,3.9091,2.1833,1.7258
4650,HU12_18202,7716,5.607.222.222,5.575,466.892.059,83.266.195,9,106452113,44.472.005,-7.005.233,1.220.719.408,1.316.339.671,DAVID POND,4.572,11.2776,yes,IWS_39597,HU4_6,HU8_17,EDU_53,Maine,5.454.556.089,DR_LakeStream,Glaciated,3.7756,3.9091,2.1833,1.7258
4651,HU12_18202,7559,5.291.666.667,5.275,101.036.297,19.093.473,3,106451951,44.486.412,-69.988.378,1.010.242.132,14.046.849,HOPKINS POND,3.9624,6.7056,yes,IWS_39546,HU4_6,HU8_17,EDU_53,Maine,159.804.723,DR_LakeStream,Glaciated,3.7756,3.9091,2.1833,1.7258
4652,HU12_18202,8397,572.625,5.75,555.358.368,96.984.653,4,106451903,44.520.704,-69.991.789,1.631.400.774,1.407.008.263,FLYING POND,8.2296,24.384,yes,IWS_39448,HU4_6,HU8_17,EDU_53,Maine,3.229.430.433,DR_LakeStream,Glaciated,3.7756,3.9091,2.1833,1.7258
4653,HU12_18203,7828,7.1,7.1,NA,NA,1,152243869,45.354.656,-67.920.475,627.506.444,192.682.363,PLEASANT LAKE,10.3632,280.416,yes,IWS_40156,HU4_3,HU8_9,EDU_32,Maine,4.793.249.076,DR_Stream,Glaciated,166,614,614,0
